»ùÒò,±àºÅ,z
PRRC1,10436,-2.33259
PTGES2,10557,-2.333456
KLC4,6560,-2.333512
CEP57,2311,-2.334383
THSD7A,13406,-2.334498
SERP2,11810,-2.335014
HSD17B4,5831,-2.335206
GON4L,5161,-2.335365
SSU72,12795,-2.335375
RPL12,11298,-2.335386
ACO1,129,-2.336846
STXBP1,12937,-2.33751
NOL6,8854,-2.337726
NEK1,8672,-2.337938
PROKR1,10389,-2.338505
ATAD3B,953,-2.33957
RASGEF1B,10857,-2.339939
LRFN2,7360,-2.340306
IGF1,5984,-2.341838
TSPAN2,14107,-2.341963
XRN2,14842,-2.342355
SMC2,12360,-2.342675
BCLAF3,1236,-2.343316
GPSM2,5274,-2.343602
MEGF10,7836,-2.343757
OSCAR,9259,-2.343823
MAPK14,7656,-2.34424
USP4,14502,-2.346225
CA4,1693,-2.346288
TEAD1,13289,-2.346427
GIMAP1,5008,-2.346706
KIF11,6514,-2.346851
MFN1,7897,-2.346924
SH3RF3,11931,-2.347633
UBA2,14277,-2.347748
GATAD1,4902,-2.347968
TAS2R43,13152,-2.348878
NAB2,8474,-2.348963
ADAM9,215,-2.349525
SSTR4,12794,-2.349844
EDRF1,3754,-2.349941
ZFAND1,15012,-2.351091
ZFAND4,15016,-2.351224
FMNL2,4648,-2.351309
MFSD1,7900,-2.352453
MAML2,7586,-2.352849
SLC38A2,12208,-2.353485
FRMPD3,4732,-2.353802
CD55,2112,-2.354045
NSG1,8993,-2.354208
PPIL4,10190,-2.354382
HSPB11,5858,-2.354875
LOC729159,7314,-2.355592
SDCBP,11688,-2.35563
CD84,2124,-2.355915
SLC10A4,12021,-2.356272
CCDC144CP,1926,-2.35704
RASD2,10855,-2.357044
C4orf48,1624,-2.357123
CWC15,3042,-2.357649
ZCCHC11,14969,-2.357813
BTBD9,1399,-2.358062
LOC100505915,7145,-2.358577
RIBC1,11109,-2.359138
TMEM105,13532,-2.359258
SCIN,11645,-2.360267
KHDC1L,6462,-2.361182
H1FNT,5430,-2.362556
BTG2,1406,-2.363238
CUX1,3040,-2.363495
NELFCD,8683,-2.363752
AFAP1L1,310,-2.364516
HCN1,5498,-2.365152
SPPL2A,12672,-2.365443
KIFC3,6548,-2.365559
ZNF708,15478,-2.366185
GBP4,4916,-2.366473
MED12L,7802,-2.36662
TCEAL9,13243,-2.367568
GNG12,5116,-2.368967
SNORA70,12465,-2.369326
PTPDC1,10577,-2.369424
LOC148709,7229,-2.369533
LBHD1,6802,-2.369601
EEF1AKMT3,3761,-2.36982
MRPL50,8194,-2.369856
POM121L4P,10122,-2.370298
RPS13,11373,-2.370847
STX5,12933,-2.371164
TBX3,13222,-2.371539
HNRNPA1P33,5743,-2.371805
ZMYND19,15095,-2.372415
ST6GALNAC3,12815,-2.373261
DKC1,3417,-2.373345
RCN1,10961,-2.374452
IL9R,6057,-2.374668
MRPL18,8163,-2.374677
LOC155060,7233,-2.374762
VBP1,14564,-2.374895
ITPR1,6243,-2.375457
UGGT1,14390,-2.37573
RAB9A,10750,-2.37665
ARHGDIB,779,-2.376761
HRH1,5804,-2.377579
SMIM30,12396,-2.377703
TARBP1,13135,-2.377837
FBXO30,4481,-2.378298
LINC01233,7010,-2.378457
SCN2A,11651,-2.378787
ZNF30,15208,-2.379331
MDK,7785,-2.379708
ZNF674,15450,-2.379972
PIGF,9793,-2.380332
GP9,5171,-2.38102
MSMO1,8255,-2.381404
PPP1R1C,10230,-2.381472
MRPL38,8181,-2.3815
AIMP1,377,-2.38217
CAMK2N1,1774,-2.38231
SLMAP,12327,-2.382584
PPIAL4A,10176,-2.383123
TAF1L,13101,-2.383214
RHOBTB2,11095,-2.383256
BCL6,1228,-2.384564
LRRC32,7398,-2.385762
FKBP15,4601,-2.386393
HDAC3,5510,-2.386732
SLIT3,12319,-2.386976
PTGER4,10554,-2.387022
AFF3,316,-2.387089
KLK15,6617,-2.388114
SLC13A3,12031,-2.388975
PPIL6,10191,-2.390038
ATP5PD,1037,-2.39102
PHF20,9731,-2.391328
CIPC,2489,-2.391608
FOXQ1,4707,-2.391794
ALDH9A1,442,-2.392372
SRSF2,12757,-2.39258
DUS2,3652,-2.392652
C19orf18,1501,-2.393342
RECQL,10979,-2.393609
PLVAP,9996,-2.393733
CYP26C1,3102,-2.393838
ITGA6,6215,-2.393983
YEATS4,14859,-2.394489
FZD6,4799,-2.394764
ZNF681,15457,-2.395763
CBX2,1884,-2.39689
MAF,7550,-2.397563
NIFK-AS1,8761,-2.397808
BDH1,1244,-2.399645
NDUFA11,8602,-2.399931
NPHP1,8902,-2.400608
PPA2,10156,-2.400961
CAPS2,1808,-2.402423
ECI1,3735,-2.402513
KCNN2,6400,-2.405374
UNC13D,14415,-2.405513
FAM189B,4295,-2.40566
LANCL1,6777,-2.406943
FAM92A1P2,4399,-2.40856
MPDZ,8100,-2.409098
ZC3H11B,14951,-2.409264
SDCCAG8,11690,-2.409765
ZSCAN21,15605,-2.410449
ATP7A,1064,-2.415096
RLN3,11151,-2.415974
WNT11,14786,-2.417066
PSAP,10468,-2.417367
HMGB1,5714,-2.41755
RPL27,11324,-2.417658
STXBP3,12938,-2.417956
TUBG2,14217,-2.418901
GRAP,5288,-2.420361
ARSF,880,-2.420722
PAN2,9367,-2.421648
PDAP1,9542,-2.42169
FAR2P1,4422,-2.422889
XPR1,14835,-2.425333
MESP2,7855,-2.425914
BLVRA,1302,-2.426044
MT3,8278,-2.42742
BCKDHB,1214,-2.427498
FAM107B,4211,-2.428093
PTTG1IP,10620,-2.428664
RDX,10976,-2.429621
KLF4,6572,-2.430699
LYPLAL1,7516,-2.430975
COL26A1,2710,-2.431325
PHAX,9718,-2.432014
RPSA,11417,-2.432505
ANXA2,627,-2.432974
MOGAT2,8073,-2.433028
FAM185A,4289,-2.433791
HIST1H2BI,5639,-2.434535
FYCO1,4790,-2.434897
ZNF667,15443,-2.435068
TBC1D26,13183,-2.435363
SIKE1,11980,-2.43582
TP53RK,13871,-2.436295
TRA2A,13917,-2.436446
SDAD1P1,11683,-2.437444
PRR15L,10424,-2.438134
MTERF1,8288,-2.438405
LAP3,6780,-2.438771
TSPAN13,14102,-2.439438
PJA2,9861,-2.43961
ACVR1C,190,-2.4398
ADAP2,232,-2.441411
RGPD4,11054,-2.441496
GABRD,4834,-2.442205
FABP1,4183,-2.442955
GNG2,5118,-2.443029
C16orf89,1485,-2.443668
C20orf196,1566,-2.445426
DEFB132,3297,-2.445487
CD83,2123,-2.44597
ST3GAL6-AS1,12810,-2.446269
GPS2,5272,-2.447409
ERO1B,4080,-2.447695
HIPK1-AS1,5614,-2.449044
ZNF264,15184,-2.449489
SLC1A7,12065,-2.450081
DPY19L2,3597,-2.450584
MBTPS1,7738,-2.451237
ZBTB8OS,14945,-2.451915
CCDC181,1948,-2.452363
GDE1,4938,-2.452571
CNTNAP3,2671,-2.454006
CNPY3,2655,-2.454256
SPEF2,12633,-2.454433
IGSF11,6006,-2.454975
TIMM21,13434,-2.454978
MAN1C1,7594,-2.455508
CBLN2,1875,-2.455706
PLEKHA2,9931,-2.456081
CXorf36,3065,-2.45611
GGT8P,4991,-2.45612
HPS5,5796,-2.456185
SESN1,11832,-2.45672
ARL4A,827,-2.456826
BRD7,1357,-2.457211
SLC16A5,12043,-2.458577
FAM213A,4323,-2.459398
GREB1L,5295,-2.459522
MRNIP,8147,-2.46089
VSX1,14653,-2.460982
WHAMMP3,14770,-2.461631
SEC61B,11734,-2.461843
GGPS1,4985,-2.462098
MPHOSPH9,8106,-2.463044
CLDN19,2531,-2.463287
TRIT1,14029,-2.463339
CCER2,2005,-2.463773
CREM,2878,-2.463794
RELL1,10991,-2.464416
MYO15A,8415,-2.464727
HYDIN,5893,-2.465399
LOC390705,7255,-2.46569
SETD1A,11838,-2.465855
PIP5K1B,9843,-2.468404
MDH2,7784,-2.46881
LIFR,6894,-2.468971
P2RX3,9302,-2.470952
IDH1,5921,-2.470998
AKR1A1,407,-2.471671
NUP160,9076,-2.472318
KCNIP2,6370,-2.473779
HLTF,5706,-2.475056
INSL3,6114,-2.475081
TEP1,13308,-2.477899
ENPP7,3979,-2.478338
RAB7B,10747,-2.478963
LOC101928303,7186,-2.479116
SINHCAF,11986,-2.479441
RPL31P11,11332,-2.479593
HNRNPU,5762,-2.48
SYT4,13061,-2.480246
ZNF551,15356,-2.480641
ATAT1,956,-2.481255
GASAL1,4900,-2.482322
CCZ1,2071,-2.483986
WNK2,14782,-2.485234
LRRTM4,7448,-2.485962
NMRK1,8835,-2.486533
SNRPF,12486,-2.486551
WWTR1,14812,-2.486626
FSBP,4740,-2.488001
HLA-F-AS1,5699,-2.488165
MND1,8055,-2.488823
PSMC6,10502,-2.49087
TMED5,13524,-2.490921
PRM3,10375,-2.49146
NFE2L3,8723,-2.491499
FOXN3,4700,-2.492149
BNIPL,1328,-2.49272
SGSH,11898,-2.492777
SNHG14,12451,-2.492797
REEP5,10986,-2.492925
CAMK2A,1770,-2.493571
C8orf31,1659,-2.495903
BAG5,1161,-2.496607
LPAR5,7341,-2.498043
FILIP1L,4591,-2.498521
TMEM50A,13698,-2.499658
ACACB,98,-2.499712
PARP6,9412,-2.499729
FAM110B,4213,-2.500118
UFL1,14383,-2.500205
SLC27A3,12144,-2.501189
SPIRE1,12656,-2.502914
H2AFY2,5436,-2.504007
CD8B,2127,-2.506646
NAIP,8494,-2.506701
C22orf46,1578,-2.508681
LOC101928370,7187,-2.5094
SEC14L1P1,11714,-2.509949
C17orf97,1495,-2.510085
PGM2,9706,-2.511085
FUS,4769,-2.511646
EML3,3942,-2.512129
ARPP19,867,-2.512365
CCSER1,2058,-2.512755
PDE4DIPP1,9570,-2.513881
PGGHG,9701,-2.514371
USP13,14473,-2.514681
MYCNOS,8385,-2.514905
RPL29,11327,-2.515157
ERI2,4064,-2.51531
CD58,2113,-2.515876
ZNF641,15428,-2.515953
HIST1H2BC,5633,-2.516047
ARL8B,838,-2.516573
PPP4R1,10270,-2.51711
FBXL15,4455,-2.517237
CD37,2100,-2.517552
TMEM79,13722,-2.51783
MT2A,8277,-2.518107
ARHGAP29,763,-2.519099
TCF15,13249,-2.519372
CYP1B1,3097,-2.519472
COMTD1,2749,-2.521498
SDC2,11685,-2.521656
DLX1,3445,-2.521671
CRYBB2,2912,-2.523846
ENY2,3989,-2.523939
DGKE,3344,-2.524944
ZSWIM5,15619,-2.525192
DNASE1,3523,-2.525763
GSTM1,5358,-2.527581
LRSAM1,7449,-2.528043
FBXW4P1,4504,-2.528747
CFHR3,2361,-2.528913
C16orf87,1484,-2.529613
IGSF6,6011,-2.530059
TRIOBP,14021,-2.530234
PLRG1,9991,-2.530481
KIDINS220,6513,-2.530626
LARP4B,6789,-2.530758
ARL6,832,-2.532091
NDUFA2,8605,-2.532466
NXT2,9111,-2.532939
TMEM56,13704,-2.533245
CPD,2814,-2.533261
MMRN2,8052,-2.53358
WBP11,14684,-2.533765
TNFRSF13C,13782,-2.534679
ZDBF2,14985,-2.534796
P2RX2,9301,-2.535117
ITPRIPL1,6247,-2.53547
MAD2L1,7543,-2.535583
ZNF821,15553,-2.53631
BTF3,1402,-2.537337
ZNF615,15411,-2.538378
AK3,385,-2.538437
TDRD9,13286,-2.53886
EOGT,3990,-2.539063
MIR100HG,7987,-2.53976
MSX1,8267,-2.541002
TMIE,13742,-2.54116
DCAF16,3186,-2.541353
FAR1,4420,-2.541995
DYNC1I2,3687,-2.542028
RPL7L1,11352,-2.542335
ARFGEF3,739,-2.543384
ZSCAN30,15611,-2.543419
PLD4,9926,-2.543562
LINC01506,7022,-2.544607
PPIP5K2,10193,-2.544818
ZNF287,15205,-2.545449
KCTD8,6434,-2.545503
GSTM3,5361,-2.545794
BPHL,1344,-2.547213
SLCO1C1,12305,-2.547438
HMCES,5710,-2.547757
WNK1,14781,-2.547799
ZNF281,15199,-2.548101
TMEM229A,13645,-2.54816
PITRM1,9857,-2.548442
PYDC1,10658,-2.548962
GNAZ,5106,-2.549624
PLEKHM1P1,9955,-2.549856
MPP5,8115,-2.550461
TMEM100,13529,-2.550958
ZNF331,15223,-2.551736
CAVIN1,1864,-2.552109
LYPD1,7508,-2.552653
NIM1K,8762,-2.552998
NIPBL,8773,-2.55348
LAPTM5,6783,-2.553839
PUDP,10623,-2.554427
SRGN,12730,-2.555212
DIAPH2,3393,-2.555641
ZSWIM6,15620,-2.556989
RPE,11285,-2.557359
MYOM2,8437,-2.558783
PLTP,9995,-2.560634
CETN3,2338,-2.561365
ZC3H6,14960,-2.56185
DEFB1,3291,-2.564478
SP4,12583,-2.56458
HMGXB4,5730,-2.564631
WASF2,14675,-2.565022
MRPL41,8185,-2.565042
CRIP2,2883,-2.565432
CDIPT-AS1,2192,-2.565945
TDRD10,13282,-2.566535
UQCRBP1,14445,-2.567134
DGLUCY,3350,-2.567732
HERC2P11,5558,-2.568223
FGGY,4571,-2.568339
COPRS,2757,-2.568929
HAVCR2,5476,-2.568939
MSI2,8249,-2.569289
HIST1H2BH,5638,-2.569318
C11orf72,1443,-2.569473
ZNF256,15179,-2.570586
RPN2,11359,-2.572061
HMGN3,5726,-2.57227
BEST3,1259,-2.572694
ACBD3,112,-2.573059
PKD2L2,9867,-2.573236
B3GNTL1,1134,-2.573731
AMT,510,-2.574204
RASAL3,10853,-2.575708
HMGN1,5723,-2.576232
REEP4,10985,-2.576324
AFAP1L2,311,-2.576511
LCN6,6827,-2.577598
COX5A,2799,-2.578161
ASB2,904,-2.578579
PMS2P7,10028,-2.578778
CCDC134,1918,-2.579415
PNRC1,10058,-2.579715
LOC100506844,7157,-2.580471
RPS29,11394,-2.581976
TWIST1,14236,-2.582495
TRPM7,14065,-2.582506
GSN-AS1,5350,-2.582589
MT1E,8270,-2.58297
TMED10,13519,-2.58348
RFC5,11024,-2.583646
TOP1P1,13845,-2.585739
TSPO2,14118,-2.586216
LKAAEAR1,7073,-2.586748
H3F3C,5441,-2.587805
GPM6A,5206,-2.587925
GARNL3,4888,-2.588987
SLC26A8,12141,-2.589459
PTGDS,10550,-2.589884
C8orf58,1665,-2.590403
IFRD2,5967,-2.590465
PPARGC1B,10161,-2.590753
IDUA,5931,-2.591125
NME7,8828,-2.59231
ZFR,15046,-2.592381
RBL2,10898,-2.593465
NAGS,8492,-2.595197
PPP1R3G,10242,-2.596447
ZNF702P,15473,-2.598586
EXOSC8,4152,-2.599437
UBAC1,14283,-2.600311
TWSG1,14239,-2.601849
NOC4L,8847,-2.601943
PEF1,9636,-2.603442
ERP44,4082,-2.604489
POLD1,10073,-2.60458
SLC2A12,12155,-2.604756
CACNA2D3,1725,-2.605114
CYP4A11,3114,-2.60557
ACTL10,169,-2.60626
TAS2R60,13156,-2.606946
YRDC,14879,-2.607407
FOLR2,4673,-2.607607
GTF2B,5373,-2.608119
YLPM1,14871,-2.609089
RPSAP9,11419,-2.609498
GBP3,4915,-2.609592
RPL19P12,11310,-2.610295
A4GALT,6,-2.61055
NEAT1,8650,-2.610571
DYRK3,3701,-2.61147
INPP5B,6105,-2.61244
ANO2,608,-2.612655
NPY5R,8932,-2.613121
GART,4890,-2.614005
OR7E91P,9232,-2.614074
ZNF404,15259,-2.615717
ZNF826P,15555,-2.616419
NCF1C,8561,-2.616998
LTBP4,7481,-2.617888
VCPIP1,14568,-2.61861
HSP90AB1,5842,-2.618904
RBM48,10927,-2.620069
FBXO17,4472,-2.620329
RTRAF,11495,-2.620462
SRSF5,12760,-2.620906
ATG5,983,-2.62114
TARSL2,13141,-2.621492
RHOA,11092,-2.621882
FAM133A,4239,-2.623384
ERG28,4058,-2.624543
FGF9,4562,-2.624644
C1QL2,1522,-2.625546
PRIMPOL,10336,-2.625756
ATRAID,1077,-2.626383
LOC642929,7286,-2.628173
CCDC90B,1997,-2.628251
SSH2,12778,-2.629139
GPR176,5238,-2.629168
FAT3,4437,-2.630202
ARFGAP3,736,-2.63125
ANKRD46,592,-2.631796
EIF4A3,3857,-2.633853
ZKSCAN8,15076,-2.634788
SLC25A3,12109,-2.634864
ERCC2,4049,-2.635464
SESN3,11834,-2.637451
LIN9,6919,-2.63795
MTRR,8329,-2.638436
PKIG,9871,-2.638443
PNN,10045,-2.639659
UBXN8,14369,-2.639776
IDH2,5923,-2.642038
IGFLR1,5998,-2.643604
FAM92A,4398,-2.643687
PRSS21,10452,-2.644866
MTERF3,8290,-2.646282
RGS12,11059,-2.646335
LPCAT2,7344,-2.646758
GTPBP2,5397,-2.64697
IQSEC3,6166,-2.64759
ELF2,3885,-2.647922
CORO1C,2782,-2.648308
MAGI3,7571,-2.648438
PRTG,10465,-2.650523
SPOCD1,12662,-2.650914
DYNLT1,3696,-2.651206
CXorf67,3069,-2.652034
CYB5R4,3081,-2.652247
ZNF782,15531,-2.652826
MEGF6,7838,-2.654021
ZNF671,15448,-2.654055
SDF2L1,11693,-2.654505
ZNF7,15469,-2.654656
MFSD4B,7912,-2.655522
ABCA8,35,-2.657136
2-Sep,11793,-2.657355
HIST2H2BE,5669,-2.657956
TMEM37,13685,-2.658481
ISCU,6190,-2.658499
RNF31,11235,-2.662163
PRLHR,10373,-2.662241
RGS6,11072,-2.66267
CLIC5,2557,-2.662791
DNAJB1,3480,-2.662932
G2E3,4805,-2.663597
TMEM123,13549,-2.663798
ZBTB43,14933,-2.663934
TXNDC15,14248,-2.664062
LINC00909,6976,-2.664237
EIF4G3,3868,-2.664747
TBC1D28,13185,-2.665119
SLF1,12310,-2.665439
CLIC4,2556,-2.665441
KIF13A,6515,-2.665758
BLVRB,1303,-2.666031
LOC100233156,7131,-2.667093
CDC73,2162,-2.667118
C12orf65,1460,-2.668665
MCAM,7741,-2.668672
UBE2R2,14325,-2.668832
TPTEP1,13915,-2.6691
TMEM47,13697,-2.669246
GK5,5034,-2.6693
AMDHD1,490,-2.669818
RPS25,11388,-2.670614
EXT1,4155,-2.670933
ZNF84,15563,-2.67116
LIN54,6915,-2.671396
ESF1,4088,-2.672858
HERC4,5562,-2.673416
MST1,8262,-2.673462
TGIF1,13362,-2.67581
KCTD12,6419,-2.676413
LPAR1,7339,-2.678063
ABCC1,43,-2.678199
KRTAP23-1,6712,-2.678418
EEF1AKMT2,3760,-2.678584
LOC105376360,7216,-2.678781
MFSD10,7901,-2.678785
PROX1,10397,-2.680174
RAB40B,10736,-2.680488
ZNF764,15513,-2.681347
CEP78,2318,-2.681895
PKP2,9879,-2.682913
STXBP4,12939,-2.684504
PIAS2,9777,-2.684517
GALE,4851,-2.684753
XIST,14819,-2.684817
MRGPRE,8139,-2.685452
RCN2,10962,-2.686395
CEP70,2315,-2.687422
RBM24,10911,-2.687663
LINC01138,7002,-2.688409
ZNRF2P1,15590,-2.689195
C12orf43,1454,-2.690222
DPH3,3579,-2.690464
GLUL,5077,-2.690834
IL17RD,6034,-2.69096
BLMH,1295,-2.692058
CUL9,3037,-2.692221
NYAP2,9113,-2.692759
YPEL5,14878,-2.692824
HBEGF,5481,-2.693394
CHL1,2414,-2.694679
EXOC7,4141,-2.695471
NDUFB4,8631,-2.695732
PMS2P3,10025,-2.69661
PRELID3A,10320,-2.696713
FAM111A,4216,-2.696984
ACADL,103,-2.696988
DDX24,3259,-2.697134
TTLL4,14182,-2.69739
P2RY13,9310,-2.698536
CEP170P1,2302,-2.698758
GABPB2,4825,-2.698799
IFNLR1,5965,-2.698964
WDR24,14705,-2.699888
SART3,11587,-2.700933
SRPRB,12744,-2.701592
RPS16,11378,-2.702577
IDI2-AS1,5928,-2.703791
TIMP3,13447,-2.704536
LIMS1,6909,-2.704601
MKNK2,8013,-2.704687
TRIM27,13985,-2.705807
HDAC7,5514,-2.705973
NUS1,9095,-2.70772
8-Sep,11799,-2.709868
CX3CR1,3049,-2.710799
ZFYVE9,15057,-2.711621
CYP4F35P,3116,-2.71201
ADPRM,293,-2.712734
DHX34,3381,-2.713504
STEAP1,12862,-2.71357
RPS6,11402,-2.713831
CASC1,1832,-2.713892
KRTAP12-4,6698,-2.714391
DLL1,3442,-2.715141
POLR3G,10114,-2.715478
EXT2,4156,-2.715755
AMIGO2,498,-2.715842
KIZ,6557,-2.715862
FZD10,4794,-2.715873
SLK,12326,-2.716464
FDX1,4524,-2.71649
ZNF57,15372,-2.717227
PAICS,9348,-2.717798
PLEKHB2,9940,-2.718375
ZNF382,15247,-2.719281
ANGPT1,528,-2.719624
NCKAP1,8565,-2.719703
HSD11B2,5824,-2.720271
ACRBP,147,-2.720658
PYROXD1,10665,-2.721205
MPHOSPH10,8103,-2.721434
PCDH8,9468,-2.72164
ZFP28,15029,-2.722944
GSTM5,5363,-2.72331
MGAT4C,7925,-2.723575
CSTF1,2966,-2.724171
ICAM2,5907,-2.724672
SPATS2,12619,-2.724989
MSL2,8251,-2.726674
STAB1,12827,-2.726791
SLFN11,12312,-2.726803
ZNF605,15402,-2.728154
C12orf73,1462,-2.728254
TMEM245,13660,-2.728669
CMC4,2605,-2.730326
RPS18,11380,-2.730525
SNX29P2,12514,-2.730788
SRARP,12712,-2.730863
MUT,8353,-2.731306
MRPL35,8178,-2.732275
PSME1,10517,-2.732437
LOC389199,7247,-2.732653
SCLT1,11646,-2.733535
ZNF706,15476,-2.734175
SMCHD1,12365,-2.734874
TCEAL4,13238,-2.734975
PTCH1,10541,-2.735898
ZNF670,15447,-2.736705
RPL24,11321,-2.737888
PKN2,9875,-2.738376
STK32C,12881,-2.739337
EIF3L,3854,-2.739364
NBR1,8543,-2.74013
ARL5A,830,-2.740583
TMEM72,13719,-2.742787
TMEM181,13610,-2.743699
KYAT1,6739,-2.743959
NOL11,8849,-2.744355
ARVCF,888,-2.744716
RSPH6A,11461,-2.745038
CDC6,2160,-2.745813
PRKCZ,10360,-2.745824
AP1S2,644,-2.74584
C11orf65,1440,-2.746251
LOC641746,7284,-2.746852
DRAP1,3614,-2.747004
LIPN,7067,-2.747251
RPLP1,11357,-2.747537
TMEM161A,13585,-2.748059
NAA25,8463,-2.748223
REPS2,11000,-2.748549
PMS2P5,10027,-2.748907
EIF2S3B,3841,-2.749438
CNGB1,2625,-2.749834
MRPL55,8199,-2.75014
FN1,4653,-2.75108
CTDSPL,2984,-2.751128
CINP,2487,-2.752525
TAF1,13091,-2.753053
C10orf99,1431,-2.754112
BLOC1S4,1300,-2.755184
MRGPRX4,8142,-2.756026
NEMF,8687,-2.756139
CATSPERE,1861,-2.757066
CSE1L-AS1,2932,-2.757299
SLC35E4,12190,-2.757599
SRP72,12738,-2.757966
ZC3HAV1,14964,-2.758442
ADH1C,274,-2.758617
RHOQ,11102,-2.758674
ATM,990,-2.758832
LOC100268168,7134,-2.759168
BLM,1294,-2.759651
SLCO2B1,12307,-2.759768
SYNPR,13044,-2.759976
P2RY14,9311,-2.760036
RBM28,10916,-2.760077
TOP1P2,13846,-2.761211
LZIC,7528,-2.76223
SNU13,12493,-2.762591
TMBIM6,13507,-2.762959
RAB2B,10713,-2.76306
DEF6,3289,-2.76381
CALY,1766,-2.763858
SLC25A6,12133,-2.763982
PYROXD2,10666,-2.764252
COLCA1,2730,-2.764486
TRIM7,14015,-2.764724
ABLIM1,86,-2.765507
HEXIM2,5576,-2.765588
CERS6,2333,-2.765664
RBBP8,10889,-2.766263
PRKX,10370,-2.767021
KHDRBS3,6466,-2.767282
RFK,11026,-2.767406
FGF18,4555,-2.767428
RHNO1,11090,-2.768219
ZNF566,15368,-2.768253
SET,11836,-2.768462
PXYLP1,10653,-2.768511
CCDC186,1950,-2.769255
ENTPD2,3983,-2.769322
GCA,4917,-2.769532
CCDC7,1977,-2.769898
NUP93,9090,-2.770493
MRE11,8133,-2.770806
CCDC142,1924,-2.771068
ATP4A,1022,-2.771169
VPS52,14633,-2.771834
UBA5,14279,-2.772712
LCE2C,6815,-2.772898
EDA,3742,-2.773497
U2SURP,14272,-2.773793
PDE4C,9567,-2.773838
PRKG1,10365,-2.77447
LCE1F,6813,-2.775682
VASH1,14554,-2.776087
TUBE1,14215,-2.776511
HGSNAT,5585,-2.776558
ANO5,611,-2.777757
ARHGEF3,796,-2.780111
SMIM19,12388,-2.780525
SLAIN2,12015,-2.782621
CRYZ,2921,-2.783056
TBCA,13198,-2.783535
SELPLG,11756,-2.784201
GALNT1,4856,-2.784956
PON2,10131,-2.784964
NT5DC2,9014,-2.78595
ZNF638,15426,-2.786172
TERF2IP,13312,-2.787686
MSTO1,8265,-2.787843
RPL9,11354,-2.788668
TPMT,13893,-2.791161
RBMS3,10935,-2.791732
KLF2,6569,-2.792011
ATP5MC2,1029,-2.793137
EWSR1,4127,-2.793444
COQ8B,2778,-2.793457
IK,6014,-2.795605
INHBA,6093,-2.796157
ZNF28,15194,-2.796301
LOC646626,7298,-2.798048
CLCN4,2521,-2.799162
ZNF441,15286,-2.799543
C1GALT1,1515,-2.799807
DCAF10,3179,-2.80031
GRIK2,5306,-2.801636
UPF3A,14430,-2.80197
KATNA1,6322,-2.802699
RUFY1,11499,-2.803096
RPS12,11372,-2.805482
TFB2M,13337,-2.806311
ZNF649,15432,-2.807052
MTRF1,8327,-2.80742
IFI27L2,5942,-2.807825
TAF5L,13107,-2.808404
ERBB2,4041,-2.808863
LINC00473,6940,-2.809381
HDAC2,5509,-2.809506
EIF3D,3844,-2.809832
DIS3L,3412,-2.810357
NVL,9098,-2.810504
METTL1,7863,-2.811
EBF1,3719,-2.811817
ITPRIP,6246,-2.812099
MORN3,8088,-2.812254
VCP,14567,-2.812281
HAUS3,5471,-2.812394
OTUB2,9276,-2.813393
DECR1,3285,-2.813405
PRUNE2,10466,-2.814505
TLX2,13488,-2.816117
FAM151B,4253,-2.81668
NRG3,8968,-2.817112
GUF1,5409,-2.817547
IFT20,5971,-2.818742
FLT1,4636,-2.819332
FAM234A,4342,-2.819853
TRIM5,14003,-2.82178
FUNDC2P2,4766,-2.821966
GPAT2,5176,-2.821979
PEX11A,9657,-2.822293
MKRN1,8014,-2.822418
RPL37A,11342,-2.823925
HYDIN2,5894,-2.823969
SMC6,12364,-2.824632
RSPH1,11458,-2.825917
JMJD7,6284,-2.826366
MTMR10,8310,-2.828936
NME9,8829,-2.829233
WNT5A,14790,-2.83323
COMMD6,2743,-2.833318
RHOBTB1,11094,-2.834863
ARL17A,822,-2.836737
RPL38,11343,-2.837405
ST3GAL5,12808,-2.837976
C1QC,1520,-2.838524
SLC12A2,12024,-2.838767
ATP1A2,1007,-2.840939
RPL13,11299,-2.841979
OR2T6,9204,-2.842557
LRRIQ1,7439,-2.843387
ZNF121,15104,-2.844592
TNRC6C,13817,-2.845749
SLC25A48,12126,-2.846105
CD53,2111,-2.846515
CPSF2,2838,-2.847483
DYM,3684,-2.847662
SLC25A23,12102,-2.84798
GRB10,5290,-2.8506
GOLIM4,5155,-2.850676
DGCR5,3336,-2.851478
YPEL1,14874,-2.851904
NINL,8766,-2.853065
LRWD1,7452,-2.853074
CABP1,1706,-2.853248
NPIPB2,8909,-2.85431
SDAD1,11682,-2.85726
RGS19,11065,-2.857407
CIDEB,2482,-2.857417
BBS5,1194,-2.858375
SFR1,11869,-2.859071
CD300LD,2096,-2.859452
PGM2L1,9707,-2.859923
HMGN5,5728,-2.860127
B4GALT7,1143,-2.862541
CNN1,2633,-2.862558
NUBPL,9038,-2.86364
ALB,425,-2.863696
DIO3OS,3402,-2.863748
C16orf86,1483,-2.865661
PRKD3,10363,-2.867279
RIOX2,11137,-2.868071
P3H2,9315,-2.868874
KIF3A,6536,-2.86958
NDUFC1,8637,-2.870428
MRPL45,8189,-2.871341
ZMPSTE24,15084,-2.872694
C2CD3,1581,-2.872771
SRSF1,12753,-2.872904
VPS33B,14619,-2.872941
CEP89,2322,-2.873192
LOC389765,7250,-2.873563
ANKRD23,569,-2.873902
SMARCA1,12346,-2.874261
LDB1,6834,-2.875261
